vehicle_id,brand,timestamp,odometer_reading,engine_temp_c,engine_rpm,oil_pressure_psi,coolant_temp_c,fuel_level_percent,fuel_consumption_lph,engine_load_percent,throttle_pos_percent,air_flow_rate_gps,exhaust_gas_temp_c,vibration_level,engine_hours,brake_fluid_level_psi,brake_pad_wear_mm,brake_temp_c,abs_fault_indicator,brake_pedal_pos_percent,wheel_speed_fl_kph,wheel_speed_fr_kph,wheel_speed_rl_kph,wheel_speed_rr_kph,battery_voltage_v,battery_current_a,battery_temp_c,alternator_output_v,battery_charge_percent,battery_health_percent,vehicle_speed_kph,ambient_temp_c,humidity_percent,gps_latitude,gps_longitude,engine_failure_imminent,brake_issue_imminent,battery_issue_imminent,failure_date,failure_type,maintenance_required,Predicted_Maintenance
VEH0003,Mercedes-Benz,2023-01-01 00:54:00,45231.44067907171,103.68961354515194,2149.9897104808383,43.789105154487096,91.82354614076404,0.7506315969896482,3.342800925210409,59.80239147820893,7.853214746456775,61.94937888308005,439.82976461682654,1.9600706318138388,2047.3662360265564,1130.744965199519,6.072305854331342,101.58827927090432,0,83.64104550016684,25.943846609707144,91.24440481893129,51.04658391611602,63.37796999402488,13.34833256875466,22.657365123736803,24.47342060144813,14.17687569263048,62.20805111197512,91.34548059835952,105.63132785401564,29.43597280212405,80.85802808207072,28.78144859134099,78.63434128823391,0,0,0,2050-01-01 00:00:00,No Failure,0,0
VEH0020,Audi,2023-01-01 13:48:00,98512.78623239444,99.21248423481424,2086.5773715824685,31.972234903281176,91.20714927849308,81.84977261381034,8.122015472078294,54.6937142910065,6.000340095442695,51.42031511048055,260.8933350068636,1.081147507279776,840.4919370065562,789.1413458791262,7.348045281423912,94.99081232651714,0,78.08230116492287,90.83461226209818,19.17989395314637,41.7884610120026,91.0624287955706,13.066574278443374,35.83602184963409,18.41330029096357,14.002809873829188,66.23827591919407,98.38981280066297,22.43791990458629,40.63619019029393,70.13105393773752,30.36641425266486,78.24360575516572,0,0,0,2050-01-01 00:00:00,No Failure,0,0
VEH0009,Kia,2023-01-01 18:42:00,81210.85314908971,97.6769721999114,2288.111184544714,45.03960339375708,92.89934303710707,81.34527748073927,8.100704989656396,41.424045931529925,45.29114176177677,63.8732531780893,583.6388943858816,1.5149124953545314,3060.0911212999654,1094.9439367996106,7.761887718214795,139.57669761748707,0,99.78651234446032,83.07121813672913,113.45068253402368,48.20598482379377,-6.012612596910117,13.32782286753648,19.076429677200856,19.84601556170917,13.97411669372187,57.52793320875716,91.26855836850356,106.9993618631111,16.254308248853846,41.48988812222072,28.45084779565597,82.01403725751278,0,0,0,2050-01-01 00:00:00,No Failure,0,0
VEH0003,Mercedes-Benz,2023-01-01 23:14:00,46002.59048271451,89.49103654970985,776.1063479127117,44.873434785124736,91.32878881272195,76.51390350136057,1.3283316878506923,35.15416966372365,32.422324077669,18.566875228556384,418.3054987415129,1.1825844825007117,2054.461898678146,974.9824385867332,5.920208483736423,-6.06093636983455,0,31.23456093318061,73.26098354740405,38.58245220444348,94.78309440226256,133.29510011155287,12.968954197608104,8.772784228363813,24.19593371018609,14.193793476781678,77.8270439813293,91.26102602802771,20.75637511555817,26.687087317755594,66.9134343687507,29.258862721192997,77.88279252474173,0,0,0,2050-01-01 00:00:00,No Failure,0,0
VEH0027,Mercedes-Benz,2023-01-01 20:54:00,87809.61337577467,105.7251321175536,1841.0561988392617,49.51018810436353,88.66607268338927,35.75874429329053,5.814801708580735,37.13463729154838,13.579304107758226,32.50570598458602,570.6715137026978,1.68483448243351,1736.8607722117804,871.2378681751701,7.888154938652005,130.57611403764733,0,90.98562302553324,98.753468783734,79.18779627450488,66.36428681961311,65.65295182822311,12.291771499744623,-4.974275003528724,20.460221676413767,14.13902996736702,98.24287684315922,95.74973424315974,73.9776289910939,43.81598374408962,61.62660349249032,32.92221857659975,80.4080732718523,0,0,0,2050-01-01 00:00:00,No Failure,0,0
VEH0036,Kia,2023-01-01 01:30:00,18046.0571776635,99.66735549403768,700.0,53.3632071802775,92.8768694135564,63.66686270244226,12.570004254933986,31.47258712494807,14.059616879404242,54.95886591614323,221.70854356919568,1.1574056574494271,3060.180460211972,915.5999705176988,7.447033246544208,204.27282090834896,0,30.62076940787486,-12.894136241937446,71.27712266046156,11.41077187010334,44.06730269113627,12.21031551647922,-2.446538323983189,31.873991875702867,13.887512096326278,84.78800369729484,94.00002637270194,38.929225723709465,8.60802295977939,77.46556106716652,29.48594118956372,77.0936628406838,0,0,0,2050-01-01 00:00:00,No Failure,0,0
VEH0007,Kia,2023-01-01 05:24:00,42190.45108686807,94.54142463331448,2308.858019305884,46.61910038785698,87.92254040052816,59.70652024831066,2.642704873583934,48.40220735004736,12.160412987629684,61.39683299099693,389.7455565736291,0.4874220792637196,1807.61439172325,948.0997567612982,6.4735368864204,49.02576406555109,0,45.80996293176993,111.50433614480632,25.728491945016174,76.6627819580128,77.98036349278179,11.641450121250337,33.363996435975665,28.64412148755213,14.058939700366556,62.5208027001787,91.90995029638052,60.854317648144814,24.49806179436965,61.966618897327045,30.79097517811367,75.99754479281872,0,0,0,2050-01-01 00:00:00,No Failure,0,0
VEH0027,Mercedes-Benz,2023-01-01 14:00:00,87674.31387557679,95.15800773438392,2141.222320965845,42.76502875413734,90.34668491083272,53.46124305543791,7.638875389215791,35.600192893584705,53.6385864449264,47.687486967216365,337.5677931638405,0.7818059320861379,1735.6311727882808,913.9181263710524,7.9127424803216915,77.98728036917721,0,56.08762841396212,27.613503397135855,66.96294731681957,71.06181822500103,102.36897281662388,12.973746047222546,20.78007917310516,20.104055185846317,14.267846450500748,52.883236584962674,95.76670605434636,98.31615934530036,47.66920974734779,63.19207914172643,33.683832675668285,77.88115685468891,0,0,0,2050-01-01 00:00:00,No Failure,0,0
VEH0015,Kia,2023-01-01 23:15:00,22250.563042392983,94.79051190431758,700.0,32.5424595128954,86.77486274884866,44.04635649332613,9.099735207343452,34.42147732006231,37.177680345569264,61.87971554267705,350.5388948158079,0.8585420386764497,3242.7873060656607,960.6477966041068,7.063168390241325,132.12589231406702,0,72.43274989783045,4.702421457282952,86.12771436256011,47.87880633026283,55.77049961631453,13.05200976516734,17.98994354650992,23.094372275060056,14.240506120567831,97.38629706253565,96.21376297849702,37.30588428662031,35.805927967996084,60.65655411866005,33.28876871760158,76.59473783180428,0,0,0,2050-01-01 00:00:00,No Failure,0,0
VEH0036,Kia,2023-01-01 00:00:00,17600.420910079345,93.39638036566676,1665.2714563577215,60.52689508126659,89.76974683151278,50.12176766814677,2.607403195221602,38.01778397321486,24.853019534373956,63.60925785542211,77.49578674990312,2.034507864626564,3055.2110327705955,904.3127982183494,7.547907647712386,44.69426415706451,1,74.54179463406072,14.95475549590089,45.49424707932954,65.99788582920824,125.45504632623911,12.731861818520462,43.39545201058184,29.114491871877814,14.278406013918842,61.91552251780712,94.04817400023238,25.77374681843427,31.151129512362225,40.45012394114168,30.9176032401384,75.44550948620503,0,0,0,2050-01-01 00:00:00,No Failure,0,0
